volume,plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
V,69,,Plumed Partridge Bronze-wing,Geophaps plumifera,Geophaps plumifera,Spinifex Pigeon,spipig2,eBird/Clements 2025,Q1187577,2495395,FFEE836B3BEF1400,,,high,yes,Spinifex Pigeon; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,70,,Crested Pigeon,Ocyphaps Lophotes,Ocyphaps lophotes,Crested Pigeon,crepig1,eBird/Clements 2025,Q167857,2495190,245D312AD11EABBA,Ocyphaps lophotes_Crested Pigeon,,high,yes,Crested Pigeon,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,71,,White-quilled Rock Dove,Petrophassa albipennis,Petrophassa albipennis,White-quilled Rock-Pigeon,wqrpig1,eBird/Clements 2025,Q1259271,2496039,5AC3491A3C6BAB6A,,,high,yes,White-quilled Rock-Pigeon; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,72,,Barred-shouldered Ground Dove,Geopelia humeralis,Geopelia humeralis,Bar-shouldered Dove,basdov1,eBird/Clements 2025,Q1267629,2495487,A39F91F007221637,Geopelia humeralis_Bar-shouldered Dove,,high,yes,Bar-shouldered Dove,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,73,,Peaceful Ground Dove,Geopelia tranquilla,Geopelia placida,Peaceful Dove,peadov1,eBird/Clements 2025,Q650277,2495495,8DF7FC3F4E0CA0D4,Geopelia placida_Peaceful Dove,,high,yes,tranquilla = Peaceful Dove,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,74,,Graceful Ground Dove,Geopelia cuneata,Geopelia cuneata,Diamond Dove,diadov1,eBird/Clements 2025,Q58904,2495494,4A80DFC5FBC54A4B,,,high,yes,Diamond Dove; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,75,,Pheasant-tailed Pigeon,Macropygia Phasianella,Macropygia phasianella,Brown Cuckoo-Dove,brcdov1,eBird/Clements 2025,Q628225,2496178,1CFF2F57787B00B6,Macropygia phasianella_Brown Cuckoo-Dove,,high,yes,Brown Cuckoo-Dove,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,76,,Gnathodon,Gnathodon strigirostris,Didunculus strigirostris,Tooth-billed Pigeon,tobpig1,eBird/Clements 2025,Q144053,5231894,987DE55EDE81CF91,,,high,yes,Tooth-billed Pigeon (Samoa); not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,77,,Wattled Talegalla,Talegalla Lathami,Alectura lathami,Australian Brushturkey,ausbrt1,eBird/Clements 2025,Q632066,5229426,6BD20F58A143D7D0,Alectura lathami_Australian Brushturkey,,high,yes,Talegalla lathami = Australian Brushturkey,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,78,,Ocellated Leipoa,Leipoa ocellata,Leipoa ocellata,Malleefowl,mallee1,eBird/Clements 2025,Q901228,2482152,BE7FA4651093E668,,,high,yes,Malleefowl; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,79,,Mound-raising Megapode,Megapodius Tumulus,Megapodius reinwardt,Orange-footed Megapode,orfscr1,eBird/Clements 2025,Q1047217,2482118,73651931C30C043E,Megapodius reinwardt_Orange-footed Scrubfowl,,high,no,tumulus = Orange-footed Scrubfowl,List of Plates (vol. V); Gould's text and synonymy; crosswalk
V,80,,Collared Plain Wanderer,Pedionomus torquatus,Pedionomus torquatus,Plains-wanderer,plawan1,eBird/Clements 2025,Q665606,5229423,1CE50BE8AEE27AAA,,,high,yes,Plains-wanderer; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,81,,Black-breasted Hemipode,Hemipodius melanogaster,Turnix melanogaster,Black-breasted Buttonquail,blbbut2,eBird/Clements 2025,Q1267269,2474966,DE127941C7D2D66D,,,high,yes,Black-breasted Buttonquail; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,82,,Varied Hemipode,Hemipodius varius,Turnix varius,Painted Buttonquail,paibut,eBird/Clements 2025,Q663363,2474976,AC18D7C47F7036C8,Turnix varius_Painted Buttonquail,,high,yes,Painted Buttonquail,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,83,,Sparkling Hemipode,Hemipodius scintillans,Turnix varius,Painted Buttonquail,paibut,eBird/Clements 2025,Q663363,2474976,AC18D7C47F7036C8,Turnix varius_Painted Buttonquail,,high,yes,scintillans Gould = Abrolhos race of Painted Buttonquail,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,84,,Black-backed Hemipode,Hemipodius melanotus,Turnix maculosus,Red-backed Buttonquail,rebbut2,eBird/Clements 2025,Q2560908,2475017,32878BDD9614A86F,Turnix maculosus_Red-backed Buttonquail,,medium,yes,Hemipodius melanotus Gould = E Australian race of Red-backed Buttonquail (T. m. melanotus),List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,85,,Chestnut-backed Hemipode,Hemipodius castanotus,Turnix castanotus,Chestnut-backed Buttonquail,chbbut2,eBird/Clements 2025,Q1270026,2475033,46184F93B290165E,,,high,yes,Chestnut-backed Buttonquail; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,86,,Red-chested Hemipode,Hemipodius pyrrhothorax,Turnix pyrrhothorax,Red-chested Buttonquail,recbut1,eBird/Clements 2025,Q750944,2474967,E58A7C971E68BA36,,,high,yes,Red-chested Buttonquail; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,87,,Swift-flying Hemipode,Hemipodius velox,Turnix velox,Little Buttonquail,litbut1,eBird/Clements 2025,Q385972,2475016,640EA20814748369,,,high,yes,Little Buttonquail; not in BirdNET,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,88,,Pectoral Quail,Coturnix pectoralis,Coturnix pectoralis,Stubble Quail,stuqua1,eBird/Clements 2025,Q739982,2474127,98984CAD4C432E69,Coturnix pectoralis_Stubble Quail,,high,yes,Stubble Quail,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,89,,Australian Partridge,Synoicus Australis,Synoicus ypsilophorus,Brown Quail,broqua1,eBird/Clements 2025,Q28065529,2474153,E8718E9B15ADA38F,Synoicus ypsilophorus_Brown Quail,,high,yes,australis = Brown Quail,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
V,90,,Van Diemen’s Land Partridge,Synoicus Diemenensis,Synoicus ypsilophorus,Brown Quail,broqua1,eBird/Clements 2025,Q28065529,2474153,E8718E9B15ADA38F,Synoicus ypsilophorus_Brown Quail,,high,yes,diemenensis = Tasmanian Brown Quail,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,91,,Sombre Partridge,Synoicus sordidus,Synoicus ypsilophorus,Brown Quail,broqua1,eBird/Clements 2025,Q28065529,2474153,E8718E9B15ADA38F,Synoicus ypsilophorus_Brown Quail,,medium,yes,sordidus Gould = S Australian Brown Quail form,List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk
V,92,,Chinese Quail,Synoicus Chinensis,Synoicus chinensis,Blue-breasted Quail,blbqua1,eBird/Clements 2025,Q27043839,8082581,C2579CCB48D8AF6F,Synoicus chinensis_Blue-breasted Quail,,high,yes,"King Quail (BirdNET Blue-breasted Quail, lumped)",List of Plates (vol. V); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,1,,The Emu,Dromaius Novae-Hollandiae,Dromaius novaehollandiae,Emu,emu1,eBird/Clements 2025,Q93208,2495134,FD2456D503016C33,,,high,yes,Emu; not in BirdNET,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VI,2,,Kiwi-kiwi,Apteryx australis,Apteryx australis,Southern Brown Kiwi,sobkiw1,eBird/Clements 2025,Q667778,2495145,6BA55EF02BE05C02,Apteryx mantelli_North Island Brown Kiwi,,low,yes,Gould's Apteryx australis drawn from New Zealand Company skins; Southern Brown Kiwi (not in BirdNET) unless the skins were North Island (A. mantelli),List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VI,3,,Owen's Apteryx,Apteryx Owenii,Apteryx owenii,Little Spotted Kiwi,liskiw1,eBird/Clements 2025,Q244197,2495142,187706CF92320BD8,,,high,yes,Little Spotted Kiwi; not in BirdNET,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VI,4,,Australian Bustard,Otis australasianus,Ardeotis australis,Australian Bustard,ausbus1,eBird/Clements 2025,Q764510,2474903,5D1DFB965C739F5D,,,high,yes,Australian Bustard; not in BirdNET,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VI,5,,Southern Stone-Plover,Oedicnemus grallarius,Burhinus grallarius,Bush Thick-knee,butkne1,eBird/Clements 2025,Q1260615,2482098,C61A821BCD383448,Burhinus grallarius_Bush Thick-knee,,high,yes,Bush Thick-knee,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,6,,Large-billed Plover,Esacus magnirostris,Esacus magnirostris,Beach Thick-knee,beathk1,eBird/Clements 2025,Q339273,2482091,0CD2083B5ED35660,Esacus magnirostris_Beach Thick-knee,,high,yes,Beach Thick-knee,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,7,,White-breasted Oyster-catcher,Haematopus longirostris,Haematopus longirostris,Pied Oystercatcher,pieoys1,eBird/Clements 2025,Q781876,2480261,D828B84DC5372B2C,Haematopus longirostris_Pied Oystercatcher,,high,yes,Pied Oystercatcher,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,8,,Sooty Oyster-catcher,Haematopus fuliginosus,Haematopus fuliginosus,Sooty Oystercatcher,soooys1,eBird/Clements 2025,Q1006679,2480271,D89E4A2CAA155B78,Haematopus fuliginosus_Sooty Oystercatcher,,high,yes,Sooty Oystercatcher,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,9,,Wattled Pewit,Lobivanellus lobatus,Vanellus miles,Masked Lapwing,maslap1,eBird/Clements 2025,Q839366,5229134,B326F8393820FEA4,Vanellus miles_Masked Lapwing,,high,no,lobatus = Masked Lapwing (novaehollandiae form),List of Plates (vol. VI); Gould's text and synonymy; crosswalk
VI,10,,Masked Pewit,Lobivanellus personatus,Vanellus miles,Masked Lapwing,maslap1,eBird/Clements 2025,Q839366,5229134,B326F8393820FEA4,Vanellus miles_Masked Lapwing,,high,yes,personatus = Masked Lapwing (N form),List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,11,,Black-breasted Pewit,Sarciophorus pectoralis,Vanellus tricolor,Banded Lapwing,banlap1,eBird/Clements 2025,Q1269071,5229135,581FD9E849586092,Vanellus tricolor_Banded Lapwing,,high,yes,Sarciophorus pectoralis = Banded Lapwing,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,12,,Grey Plover,Squatarola helvetica,Pluvialis squatarola,Black-bellied Plover,bkbplo,eBird/Clements 2025,Q18835,2480327,27903EF7E618A6A2,Pluvialis squatarola_Black-bellied Plover,,high,yes,helvetica = Grey (Black-bellied) Plover,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,13,,Australian Golden Plover,Charadrius xanthocheilus,Pluvialis fulva,Pacific Golden-Plover,pagplo,eBird/Clements 2025,Q18865,2480331,07C11CF340D2017A,Pluvialis fulva_Pacific Golden-Plover,,high,yes,xanthocheilus = Pacific Golden-Plover,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,14,,Brown Plover,Charadrius veredus,Anarhynchus veredus,Oriental Plover,oriplo1,eBird/Clements 2025,Q1259404,2480309,02091964A47E998B,Charadrius veredus_Oriental Plover,,high,yes,Oriental Plover,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,15,,Australian Dottrel,Eudromias australis,Peltohyas australis,Inland Dotterel,inldot2,eBird/Clements 2025,Q1124403,2480338,C1DC658FF498BC38,,,high,yes,Inland Dotterel; not in BirdNET,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VI,16,,Double-banded Dottrel,Hiaticula bicincta,Anarhynchus bicinctus,Double-banded Plover,dobplo1,eBird/Clements 2025,Q1242812,2480294,79420720E1A827CB,Charadrius bicinctus_Double-banded Plover,,high,yes,Double-banded Plover,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,17,,Red-capped Dottrel,Hiaticula ruficapilla,Anarhynchus ruficapillus,Red-capped Plover,recplo1,eBird/Clements 2025,Q256011,2480307,1EDCA97878EF2ADD,,,high,yes,Red-capped Plover; not in BirdNET,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VI,18,,Hooded Dottrel,Hiaticula monacha,Thinornis cucullatus,Hooded Plover,hooplo2,eBird/Clements 2025,Q10825107,6095501,37C6EE3578D023D7,,,high,yes,monacha = Hooded Plover; not in BirdNET,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VI,19,,Allied Dottrel,Hiaticula inornata,Anarhynchus mongolus,Siberian Sand-Plover,lessap2,eBird/Clements 2025,Q305255,2480298,66DA1FB3,Charadrius mongolus_Lesser Sand-Plover,,low,yes,"inornata Gould (Port Essington, Torres Strait; 'allied to Wilson's Plover', sexes of very different size) = a sand-plover, Lesser or Greater unresolved",List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VI,20,,Black-fronted Dottrel,Hiaticula nigrifrons,Thinornis melanops,Black-fronted Dotterel,blfdot1,eBird/Clements 2025,Q726726,2480342,124EBA0DD1117BE8,Elseyornis melanops_Black-fronted Dotterel,,high,yes,nigrifrons = Black-fronted Dotterel,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,21,,Banded Red Knee,Erythrogonys cinctus,Erythrogonys cinctus,Red-kneed Dotterel,rekdot1,eBird/Clements 2025,Q1269003,2480212,A358D6BF3A81FDE5,,,high,yes,Red-kneed Dotterel; not in BirdNET,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VI,22,,Australian Pratincole,Glareola grallaria,Glareola isabella,Australian Pratincole,auspra1,eBird/Clements 2025,Q1073618,2480749,5B08743F8122B4CB,,,high,yes,grallaria = Australian Pratincole; not in BirdNET,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VI,23,,Oriental Pratincole,Glareola orientalis,Glareola maldivarum,Oriental Pratincole,oripra,eBird/Clements 2025,Q116708,2480759,3222F80FA99A55A7,Glareola maldivarum_Oriental Pratincole,,high,yes,orientalis = Oriental Pratincole,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,24,,White-headed Stilt,Himantopus leucocephalus,Himantopus leucocephalus,Pied Stilt,piesti1,eBird/Clements 2025,Q18844,5229124,C2830C86727884E3,Himantopus leucocephalus_Pied Stilt,,high,yes,Pied Stilt,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,25,,New Zealand Stilt,Himantopus Novae-Zelandiae,Himantopus novaezelandiae,Black Stilt,blasti1,eBird/Clements 2025,Q686269,5229125,C26304D6CC0AA676,,,high,no,Black Stilt; not in BirdNET,List of Plates (vol. VI); Gould's text and synonymy; crosswalk
VI,26,,Banded Stilt,Cladorhynchus pectoralis,Cladorhynchus leucocephalus,Banded Stilt,bansti1,eBird/Clements 2025,Q385881,2480216,9A90A865F31A933A,,,high,no,pectoralis = Banded Stilt; not in BirdNET,List of Plates (vol. VI); Gould's text and synonymy; crosswalk
VI,27,,Red-necked Avocet,Recurvirostra rubricollis,Recurvirostra novaehollandiae,Red-necked Avocet,renavo1,eBird/Clements 2025,Q691946,2480257,DDFB54DBA9427387,,,high,yes,rubricollis = Red-necked Avocet; not in BirdNET,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk
VI,28,,Black-tailed Godwit,Limosa melanuroides,Limosa limosa,Black-tailed Godwit,bktgod,eBird/Clements 2025,Q18841,2481685,454B5CD5F5285B77,Limosa limosa_Black-tailed Godwit,,high,yes,melanuroides = E Asian race of Black-tailed Godwit,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,29,,Barred-rumped Godwit,Limosa uropygialis,Limosa lapponica,Bar-tailed Godwit,batgod,eBird/Clements 2025,Q18864,2481681,9A684C997C1AF1BA,Limosa lapponica_Bar-tailed Godwit,,high,yes,uropygialis = Bar-tailed Godwit,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,30,,Australian Tringa,Schoeniclus australis,Calidris acuminata,Sharp-tailed Sandpiper,shtsan,eBird/Clements 2025,Q753760,2481769,A0A67A811E53D89F,Calidris acuminata_Sharp-tailed Sandpiper,,high,yes,Schoeniclus australis = Sharp-tailed Sandpiper,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,31,,Little Sandpiper,Schoeniclus albescens,Calidris ruficollis,Red-necked Stint,rensti,eBird/Clements 2025,Q18860,2481746,BBDF2F1BAC640E4D,Calidris ruficollis_Red-necked Stint,,high,yes,albescens = Red-necked Stint,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
VI,32,,Curlew Sandpiper,Schoeniclus subarquatus,Calidris ferruginea,Curlew Sandpiper,cursan,eBird/Clements 2025,Q62345,2481741,143A681C9BCE9A20,Calidris ferruginea_Curlew Sandpiper,,high,yes,subarquatus = Curlew Sandpiper,List of Plates (vol. VI); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
